image_id,id,split
658_AM_Chest_AP2,658,valid
223_AM_Chest_AP2,223,valid
641_AM_Chest_AP2,641,valid
495_AM_Chest_AP9,495,valid
495_AM_Chest_AP6,495,valid
495_AM_Chest_AP13,495,valid
830_AM_Chest_AP7,830,valid
830_AM_Chest_AP4,830,valid
136_AM_Chest_AP3,136,valid
556_AM_Chest_AP1,556,valid
554_AM_Chest_AP3,554,valid
554_AM_Chest_AP4,554,valid
594_AM_Chest_AP6,594,valid
160_AM_Chest_AP3,160,valid
786_AM_Chest_AP15,786,valid
786_AM_Chest_AP10,786,valid
786_AM_Chest_AP16,786,valid
786_AM_Chest_AP25,786,valid
013_PM_Chest_AP2,013,valid
773_AM_Chest_AP9,773,valid
097_AM_Chest_AP4,097,valid
155_AM_Chest_AP6,155,valid
150_AM_Chest_AP3,150,valid
616_AM_Chest_AP3,616,valid
881_AM_Chest_AP1,881,valid
681_AM_Chest_AP2,681,valid
126_AM_Chest_AP2,126,valid
211_AM_Chest_AP1,211,valid
383_AM_Chest_AP1,383,valid
694_AM_Chest_AP2,694,valid
631_AM_Chest_AP1,631,valid
399_AM_Chest_AP2,399,valid
638_AM_Chest_AP2,638,valid
630_AM_Chest_AP1,630,valid
390_AM_Chest_AP23,390,valid
390_AM_Chest_AP28,390,valid
360_AM_Chest_AP4,360,valid
764_PM_Chest_AP3,764,valid
764_AM_Chest_AP2,764,valid
636_AM_Chest_AP4,636,valid
636_AM_Chest_AP3,636,valid
075_AM_Chest_AP2,075,valid
345_AM_Chest_AP1,345,valid
338_AM_Chest_AP1,338,valid
485_AM_Chest_AP2,485,valid
485_AM_Chest_AP5,485,valid
443_AM_Chest_AP2,443,valid
362_AM_Chest_AP2,362,valid
362_AM_Chest_AP4,362,valid
613_AM_Chest_AP1,613,valid
084_AM_Chest_AP3,084,valid
593_AM_Chest_AP16,593,valid
498_AM_Chest_AP1,498,valid
132_AM_Chest_AP1,132,valid
493_AM_Chest_AP3,493,valid
493_AM_Chest_AP9,493,valid
493_AM_Chest_AP8,493,valid
297_AM_Chest_AP2,297,valid
867_AM_Chest_AP1,867,valid
233_PM_Chest_AP2,233,valid
478_AM_Chest_AP1,478,valid
205_AM_Chest_AP2,205,valid
490_AM_Chest_AP1,490,valid
191_AM_Chest_AP2,191,valid
225_AM_Chest_AP1,225,valid
795_AM_Chest_AP8,795,valid
795_AM_Chest_AP6,795,valid
555_AM_Chest_AP12,555,valid
555_AM_Chest_AP9,555,valid
555_AM_Chest_AP18,555,valid
555_AM_Chest_AP17,555,valid
555_AM_Chest_AP11,555,valid
555_AM_Chest_AP13,555,valid
712_AM_Chest_AP2,712,valid
864_AM_Chest_AP1,864,valid
864_AM_Chest_AP8,864,valid
864_AM_Chest_AP2,864,valid
864_AM_Chest_AP6,864,valid
814_AM_Chest_AP1,814,valid
306_AM_Chest_AP2,306,valid
122_AM_Chest_AP2,122,valid
171_AM_Chest_AP2,171,valid
702_AM_Chest_AP4,702,valid
576_PM_Chest_AP2,576,valid
737_AM_Chest_AP1,737,valid
251_AM_Chest_AP1,251,valid
794_AM_Chest_AP8,794,valid
794_AM_Chest_AP4,794,valid
794_AM_Chest_AP2,794,valid
371_AM_Chest_AP1,371,valid
560_AM_Chest_AP2,560,valid
811_AM_Chest_AP2,811,valid
339_AM_Chest_AP4,339,valid
339_AM_Chest_AP11,339,valid
339_AM_Chest_AP8,339,valid
339_AM_Chest_AP5,339,valid
